STATION_NAME,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPC,HOURLYDewPointTempC,HOURLYWindSpeed,HOURLYWindDirection,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 8:53,FM-15,CLR:00,10,25,20.7,17.8,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 9:49,FM-16,,,26,,18,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 9:53,FM-15,FEW:02 2,10,26.1,21.5,18.3,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 10:53,FM-15,SCT:04 37 BKN:07 45 BKN:07 70,10,25.6,21.2,18.3,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 11:53,FM-15,BKN:07 32 BKN:07 44 BKN:07 55,10,26.7,21.8,18.3,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 12:53,FM-15,SCT:04 35 SCT:04 44,10,27.2,22.1,18.3,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 13:53,FM-15,FEW:02 36,10,27.8,22.4,18.3,13,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 14:53,FM-15,CLR:00,10,26.7,21.6,17.8,11,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 15:53,FM-15,SCT:04 41,10,25.6,21,17.8,14,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 16:53,FM-15,FEW:02 26 SCT:04 32 BKN:07 41,10,24.4,20.6,18.3,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 17:51,FM-16,FEW:02 10,10,23,19.6,18,7,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 17:53,FM-15,FEW:02 10,10,23.3,20.1,18.3,8,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 18:53,FM-15,FEW:02 31 SCT:04 42 BKN:07 60,10,23.9,20.1,17.8,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 19:53,FM-15,BKN:07 39 BKN:07 49 BKN:07 75,10,23.3,19.8,17.8,16,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 20:53,FM-15,SCT:04 45,10,23.9,19.9,17.2,7,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 21:53,FM-15,SCT:04 42 BKN:07 55,10,23.9,20.1,17.8,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 22:53,FM-15,BKN:07 43,10,22.8,19.6,17.8,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 23:53,FM-15,BKN:07 44 OVC:08 60,10,22.2,19.6,18.3,7,70,83,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/18/2015 23:59,SOD,,,,,,,,83,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 0:53,FM-15,FEW:02 49,10,22.8,19.6,17.8,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 1:53,FM-15,SCT:04 33 BKN:07 41 BKN:07 55,10,23.3,19.8,17.8,9,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 2:53,FM-15,SCT:04 35 SCT:04 45 SCT:04 55,10,22.2,19.3,17.8,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 3:53,FM-15,CLR:00,10,22.2,19,17.2,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 4:53,FM-15,CLR:00,10,23.3,18.8,15,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 5:53,FM-15,CLR:00,10,23.3,19.1,16.1,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 6:53,FM-15,CLR:00,10,23.3,19.1,16.1,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 7:53,FM-15,CLR:00,10,24.4,19.9,16.7,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 8:53,FM-15,CLR:00,10,26.1,20.8,16.1,9,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 9:08,FM-16,,,26,,17,11,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 9:53,FM-15,CLR:00,10,26.7,21.3,16.7,11,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 10:15,FM-16,,,27,,17,15,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 10:53,FM-15,CLR:00,10,27.8,22,16.1,17,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 11:28,FM-16,,,28,,16,8,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 11:53,FM-15,CLR:00,10,27.8,22,16.1,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 12:10,FM-16,,,28,,16,15,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 12:53,FM-15,CLR:00,10,28.3,22.4,16.1,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 13:53,FM-15,CLR:00,10,28.3,22.3,15,16,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 14:53,FM-15,CLR:00,10,26.7,21.2,16.1,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 15:53,FM-15,SCT:04 41,10,27.2,21.7,16.7,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 16:53,FM-15,FEW:02 38 BKN:07 48,10,25,20.5,17.2,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 17:44,FM-15,,,24,,17,9,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 17:53,FM-15,FEW:02 2,10,24.4,20.1,17.2,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 18:53,FM-15,CLR:00,10,23.9,19.6,16.7,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 19:53,FM-15,FEW:02 46,10,23.9,19.9,17.2,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 20:53,FM-15,FEW:02 32 BKN:07 41,10,23.3,19.8,17.8,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 21:53,FM-15,SCT:04 35 BKN:07 44 BKN:07 55,10,23.3,20.1,18.3,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 22:53,FM-15,BKN:07 42 BKN:07 49,10,23.9,19.9,17.2,16,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 23:53,FM-15,BKN:07 44,10,24.4,19.9,16.7,14,VRB,84,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/19/2015 23:59,SOD,,,,,,,,84,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 0:53,FM-15,FEW:02 41,10,23.9,19.4,16.1,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 1:53,FM-15,FEW:02 42,10,23.9,19.4,16.1,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 2:53,FM-15,CLR:00,10,23.9,19.6,16.7,14,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 3:53,FM-15,FEW:02 35 SCT:04 46 BKN:07 60,10,23.3,19.3,16.7,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 4:53,FM-15,FEW:02 49 BKN:07 60,10,23.3,19.1,16.1,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 5:53,FM-15,FEW:02 45 SCT:04 50,10,23.3,18.8,15,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 6:26,FM-16,,,23,,15,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 6:53,FM-15,FEW:02 5 SCT:04 47,10,23.9,19.1,15,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 7:53,FM-15,FEW:02 46,10,23.9,19.3,15.6,17,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 8:53,FM-15,CLR:00,10,25.6,20.3,15.6,15,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 9:53,FM-15,FEW:02 47 SCT:04 65,10,25,20.3,16.7,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 10:53,FM-15,FEW:02 40 BKN:07 60,10,26.7,21.5,17.2,17,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 11:53,FM-15,FEW:02 36,10,27.2,21.7,16.7,14,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 12:53,FM-15,,,27.8,21.8,14.4,,,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 13:53,FM-15,,,,,,,,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 14:53,FM-15,,,,,,,,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 15:53,FM-15,,,,,,,,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 16:53,FM-15,FEW:02 45,10,25,20.1,16.1,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 17:53,FM-15,FEW:02 45,10,23.9,19.6,16.7,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 18:53,FM-15,SCT:04 42,10,23.3,19.6,17.2,6,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 19:53,FM-15,CLR:00,10,23.3,19.6,17.2,8,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 20:53,FM-15,SCT:04 40,10,23.3,19.3,16.7,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 21:53,FM-15,CLR:00,10,23.3,19.1,16.1,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 22:53,FM-15,CLR:00,10,22.8,19.3,17.2,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 23:53,FM-15,CLR:00,10,22.8,19.3,17.2,6,60,82,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/20/2015 23:59,SOD,,,,,,,,82,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 0:53,FM-15,CLR:00,10,22.2,18.8,16.7,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 1:53,FM-15,CLR:00,10,22.2,18.5,16.1,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 2:53,FM-15,CLR:00,10,22.2,18.5,16.1,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 3:14,FM-16,,,22,,16,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 3:53,FM-15,BKN:07 35 BKN:07 49,10,22.2,18.8,16.7,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 4:23,FM-15,,,23,,17,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 4:53,FM-15,CLR:00,10,22.2,18.8,16.7,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 5:53,FM-15,CLR:00,10,21.1,18.3,16.7,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 6:53,FM-15,CLR:00,10,21.1,18.3,16.7,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 7:53,FM-15,CLR:00,10,22.8,19.6,17.8,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 8:53,FM-15,CLR:00,10,25.6,21,17.8,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 9:53,FM-15,FEW:02 35,10,26.7,21.6,17.8,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 10:53,FM-15,CLR:00,10,27.8,22.1,16.7,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 11:53,FM-15,FEW:02 40,10,27.8,22.1,16.7,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 12:53,FM-15,SCT:04 42,10,28.3,22.6,17.2,10,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 13:53,FM-15,BKN:07 45 BKN:07 55,10,27.2,21.8,17.2,8,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 14:53,FM-15,BKN:07 42,10,28.3,22.6,17.2,9,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 15:53,FM-15,CLR:00,10,27.2,21.8,17.2,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 16:53,FM-15,CLR:00,10,26.1,21.1,17.2,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 17:53,FM-15,CLR:00,10,24.4,20.4,17.8,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 18:53,FM-15,CLR:00,10,23.9,20.1,17.8,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 19:53,FM-15,CLR:00,10,23.9,19.9,17.2,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 20:32,FM-15,,,24,,17,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 20:53,FM-15,CLR:00,10,23.9,19.9,17.2,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 21:53,FM-15,CLR:00,10,23.3,19.6,17.2,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 22:53,FM-15,CLR:00,10,22.2,19,17.2,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 23:53,FM-15,CLR:00,10,23.3,19.3,16.7,7,60,84,69,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/21/2015 23:59,SOD,,,,,,,,84,69,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 0:35,FM-15,,,23,,16,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 0:53,FM-15,FEW:02 2,10,22.2,18.8,16.7,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 1:53,FM-15,CLR:00,10,22.8,19.3,17.2,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 2:53,FM-15,CLR:00,10,22.2,19.3,17.8,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 3:53,FM-15,CLR:00,10,22.8,19.8,18.3,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 4:53,FM-15,FEW:02 34,10,22.8,19.8,18.3,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 5:53,FM-15,OVC:08 34,10,22.8,19.8,18.3,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 6:53,FM-15,SCT:04 39 OVC:08 50,10,22.2,19.9,18.9,3,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 7:53,FM-15,FEW:02 42,10,23.3,20.4,18.9,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 8:53,FM-15,FEW:02 36,10,26.1,21.9,19.4,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 9:53,FM-15,CLR:00,10,27.2,22.3,18.9,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 10:53,FM-15,FEW:02 38,10,27.8,22.3,17.8,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 11:06,FM-16,,,28,,18,11,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 11:53,FM-15,SCT:04 41,10,28.3,22.7,17.8,13,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 12:53,FM-15,SCT:04 36 SCT:04 43,10,28.3,22.8,18.3,11,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 13:01,FM-15,FEW:02 8 SCT:04 36,10,28,22.3,18,13,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 13:53,FM-15,,,28.3,,18.9,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 14:36,FM-16,,,28,,19,13,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 14:53,FM-15,CLR:00,10,27.8,22.6,18.9,15,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 15:53,FM-15,FEW:02 29,10,27.2,22.3,18.9,9,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 16:15,FM-16,,,26,,19,13,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 16:32,FM-15,SCT:04 29,,26,21.7,19,9,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 16:53,FM-15,BKN:07 31,10,26.1,21.7,18.9,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 17:53,FM-15,FEW:02 27 BKN:07 34,10,25,21.4,19.4,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 18:53,FM-15,FEW:02 34 SCT:04 44 OVC:08 55,10,24.4,21.1,19.4,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 19:53,FM-15,FEW:02 29 BKN:07 38,10,23.9,20.9,19.4,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 20:53,FM-15,CLR:00,10,23.3,21,20,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 21:53,FM-15,FEW:02 33,10,22.8,20.8,20,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 22:53,FM-15,SCT:04 41 OVC:08 70,10,23.3,20.7,19.4,7,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 23:53,FM-15,CLR:00,10,23.3,19.8,17.8,7,50,84,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/22/2015 23:59,SOD,,,,,,,,84,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 0:53,FM-15,SCT:04 49,10,22.8,20.1,18.9,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 1:53,FM-15,SCT:04 43 BKN:07 55,10,22.8,20.1,18.9,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 2:53,FM-15,SCT:04 47 OVC:08 60,10,22.8,20.5,19.4,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 3:51,FM-16,FEW:02 2 BKN:07 65,10,23,20.1,19,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 3:53,FM-15,SCT:04 2 BKN:07 65,10,22.8,20.1,18.9,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 4:53,FM-15,FEW:02 3,10,22.2,19.6,18.3,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 5:53,FM-15,FEW:02 3,10,21.7,19.4,18.3,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 6:53,FM-15,CLR:00,10,21.7,19.4,18.3,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 7:53,FM-15,CLR:00,10,22.2,19.6,18.3,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 8:53,FM-15,CLR:00,10,25.6,21.6,19.4,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 9:53,FM-15,CLR:00,10,27.2,22.5,19.4,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 10:53,FM-15,FEW:02 30 SCT:04 38,10,27.8,22.8,19.4,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 11:53,FM-15,FEW:02 42,10,27.8,22.4,18.3,8,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 12:53,FM-15,CLR:00,10,28.9,23.2,18.3,7,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 13:53,FM-15,CLR:00,10,29.4,23.5,18.3,8,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 14:53,FM-15,CLR:00,10,28.9,23.2,18.3,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 15:53,FM-15,CLR:00,10,28.3,22.8,18.3,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 16:53,FM-15,FEW:02 33,10,26.7,21.8,18.3,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 17:53,FM-15,CLR:00,10,25,20.9,18.3,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 18:53,FM-15,FEW:02 35,10,23.9,20.3,18.3,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 19:53,FM-15,FEW:02 41,10,22.8,19.8,18.3,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 20:53,FM-15,FEW:02 43,10,21.7,19.1,17.8,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 21:53,FM-15,BKN:07 41,10,22.2,19.3,17.8,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 22:53,FM-15,CLR:00,10,21.1,18.6,17.2,3,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 23:53,FM-15,CLR:00,10,21.7,19.1,17.8,5,50,85,69,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/23/2015 23:59,SOD,,,,,,,,85,69,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 0:53,FM-15,CLR:00,10,21.1,18.6,17.2,3,20,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 1:53,FM-15,CLR:00,10,19.4,17.6,16.7,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 2:53,FM-15,CLR:00,10,18.9,17.4,16.7,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 3:53,FM-15,FEW:02 39,10,18.3,17.2,16.7,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 4:53,FM-15,CLR:00,10,19.4,17.9,17.2,3,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 5:53,FM-15,CLR:00,10,20,18.1,17.2,3,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 6:53,FM-15,CLR:00,10,18.9,17.4,16.7,3,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 7:21,FM-15,,,19,,17,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 7:53,FM-15,CLR:00,10,21.1,18.9,17.8,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 8:53,FM-15,CLR:00,10,25.6,21.4,18.9,7,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 9:53,FM-15,CLR:00,10,27.2,22.1,18.3,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 10:53,FM-15,FEW:02 36,10,28.3,22.8,18.3,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 11:53,FM-15,FEW:02 85,10,27.8,22.2,17.2,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 12:53,FM-15,SCT:04 60,10,28.9,23.1,17.8,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,12/24/2015 13:53,FM-15,SCT:04 60,10,28.3,22.8,18.3,11,50,,,,,,,,,,,,,,,,,,,
